date,channel,viewing_min,devices_used,location_count,trp_value,is_fake
2025-02-08,JayaTV,13,229,4780,9.988081317953675,1
2025-02-08,RajTV,52,204,4460,9.579886251739604,1
2025-02-08,KalaignarTV,18,226,4280,10.359790605490705,1
2025-02-08,DDNews,7,197,4807,10.260767483871948,1
2025-02-08,DDNational,62,205,4469,9.377329979302642,1
2025-02-08,DDSports,46,233,4273,9.56332338829063,1
2025-02-08,TenSports,14,235,4607,10.285301271562984,1
2025-02-08,StarSports,-7,242,4454,9.405459795155862,1
2025-02-08,SonySports,34,194,4347,9.938888502306828,1
2025-02-08,Eurosport,1,196,4466,10.380617402340953,1
2025-02-08,CNBC,34,205,4495,10.84063714316148,1
2025-02-08,BloombergTV,5,205,4544,9.998317459660502,1
2025-02-08,BBCWorld,38,212,4561,9.220901693598204,1
2025-02-08,AlJazeera,-12,208,4633,10.19218905291788,1
2025-02-08,France24,61,235,4499,10.249273308669883,1
2025-02-08,VH1,42,233,4503,10.50262203942626,1
2025-02-08,MTV,7,236,4479,9.884982193426092,1
2025-02-09,News24,523,4,928,4.483240996205613,0
2025-02-09,StarTV,545,7,900,4.58980728221436,0
2025-02-09,ZeeTV,509,9,790,4.999229538685288,0
2025-02-09,SunTV,537,1,829,5.235762279988392,0
2025-02-09,ABPNews,557,11,966,4.424585301392762,0
2025-02-09,NDTV,513,3,696,5.344021763626017,0
2025-02-09,IndiaTV,531,1,853,4.764063732535223,0
2025-02-09,CNNNews18,536,1,985,5.2066351791461205,0
2025-02-09,TimesNow,516,1,703,5.357574969465918,0
2025-02-09,RepublicTV,503,1,847,4.247713070622077,0
2025-02-09,TV9,553,8,977,5.4578842615987435,0
2025-02-09,Asianet,550,1,1066,5.027835589710876,0
2025-02-09,Colors,508,4,851,4.715817006687365,0
2025-02-09,SonyTV,555,1,1045,4.947735693293646,0
2025-02-09,StarPlus,526,4,1060,4.856409675086835,0
2025-02-09,ZeeCinema,505,1,791,4.803779802618777,0
2025-02-09,StarMovies,555,1,937,5.076892953434657,0
2025-02-09,HBO,503,2,940,4.322979273741924,0
2025-02-09,Discovery,550,1,948,5.285230923431025,0
2025-02-09,NationalGeographic,502,2,941,5.658545875285254,0
2025-02-09,AnimalPlanet,502,13,782,4.272865655192842,0
2025-02-09,HistoryTV18,541,1,778,4.51173821896016,0
2025-02-09,CartoonNetwork,513,3,877,4.813836119576182,0
2025-02-09,Pogo,520,1,1079,4.651780928355288,0
2025-02-09,Nickelodeon,547,1,1169,4.409897859290503,0
2025-02-09,SonyMax,498,1,1041,4.943267796884341,0
2025-02-09,ZeeTelugu,515,1,1067,5.359840439168303,0
2025-02-09,ETV,557,1,819,4.736591040879921,0
2025-02-09,GeminiTV,553,1,989,5.781154101509827,0
2025-02-09,MaaTV,519,1,1059,4.512916838245975,0
2025-02-09,UdayaTV,550,6,1019,4.633446246591937,0
2025-02-09,SuryaTV,504,1,990,5.395554763966805,0
2025-02-09,KTV,534,9,963,5.2404983813649055,0
2025-02-09,JayaTV,517,1,899,4.400947770388067,0
2025-02-09,RajTV,548,3,763,4.261710595052629,0
2025-02-09,KalaignarTV,504,7,1102,4.582503687347631,0
2025-02-09,DDNews,545,9,1156,4.631590564646877,0
2025-02-09,DDNational,554,1,883,4.305599623396747,0
2025-02-09,DDSports,506,1,1119,5.201147079849997,0
2025-02-09,TenSports,526,1,847,4.340298585016469,0
2025-02-09,StarSports,556,1,708,5.64289550290235,0
2025-02-09,SonySports,515,1,979,5.477003249020584,0
2025-02-09,Eurosport,557,1,864,5.222719729134436,0
2025-02-09,CNBC,525,6,1090,4.856825667175084,0
2025-02-09,BloombergTV,536,1,935,5.409354381203079,0
2025-02-09,BBCWorld,496,6,1024,5.6298124966897465,0
2025-02-09,AlJazeera,511,1,892,4.9615885083944775,0
2025-02-09,France24,568,10,816,4.718235150227824,0
2025-02-09,VH1,546,1,928,5.802346424369357,0
2025-02-09,MTV,520,1,788,4.974973530165488,0
2025-02-10,News24,0,234,4869,9.96876309286919,1
2025-02-10,StarTV,39,229,4740,10.618332245007615,1
2025-02-10,ZeeTV,30,244,4493,9.818017121289582,1
2025-02-10,SunTV,29,237,4564,11.089977003148935,1
2025-02-10,ABPNews,7,228,4588,10.018795495398953,1
2025-02-10,NDTV,24,229,4758,9.934241438751323,1
2025-02-10,IndiaTV,48,240,4884,9.692459380581495,1
2025-02-10,CNNNews18,39,229,4537,10.239040015427252,1
2025-02-10,TimesNow,9,224,4318,10.119946801062344,1
2025-02-10,RepublicTV,1,203,4511,9.840859575082678,1
2025-02-10,TV9,48,225,4736,9.381048165646126,1
2025-02-10,Asianet,35,210,4539,9.547642603956826,1
2025-02-10,Colors,27,200,4597,10.07313506896723,1
2025-02-10,SonyTV,17,202,4631,9.722050568801244,1
2025-02-10,StarPlus,61,215,4390,10.88622321991943,1
2025-02-10,ZeeCinema,46,230,4349,10.573662555992188,1
2025-02-10,StarMovies,1,237,4913,11.046498629904239,1
2025-02-10,HBO,30,205,4794,10.537905033188645,1
2025-02-10,Discovery,39,239,4720,10.161563536479946,1
2025-02-10,NationalGeographic,22,236,4688,10.540594701744261,1
2025-02-10,AnimalPlanet,7,223,4595,9.856297318798806,1
2025-02-10,HistoryTV18,29,206,4571,10.473975201408985,1
2025-02-10,CartoonNetwork,4,234,4950,9.893916214304712,1
2025-02-10,Pogo,-5,205,4833,10.405010625460086,1
2025-02-10,Nickelodeon,18,211,4473,10.442930874031816,1
2025-02-10,SonyMax,53,218,4611,10.740327199678823,1
2025-02-10,ZeeTelugu,4,207,4825,9.829799449803685,1
2025-02-10,ETV,21,215,4609,9.765947559778313,1
2025-02-10,GeminiTV,42,192,4644,10.611242541531938,1
2025-02-10,MaaTV,56,223,4236,10.108087089425124,1
2025-02-10,UdayaTV,50,229,4523,9.919659869635991,1
2025-02-10,SuryaTV,33,225,4762,10.585905457062182,1
2025-02-10,KTV,11,244,4754,10.101320784456158,1
2025-02-10,JayaTV,51,233,4380,10.642203533702741,1
2025-02-10,RajTV,51,230,4823,9.469342602192087,1
2025-02-10,KalaignarTV,14,213,4664,10.387773296492867,1
2025-02-10,DDNews,31,220,4667,10.135515895121818,1
2025-02-10,DDNational,25,217,4919,10.024391436793298,1
2025-02-10,DDSports,29,210,4748,10.893908713609216,1
2025-02-10,TenSports,3,248,4849,9.71929834278933,1
2025-02-10,StarSports,48,236,4694,10.963172433775929,1
2025-02-10,SonySports,31,199,4613,9.731992111223065,1
2025-02-10,Eurosport,16,216,4748,10.909341248431252,1
2025-02-10,CNBC,52,220,4842,10.824675220076031,1
2025-02-10,BloombergTV,29,227,4845,10.09934501672619,1
2025-02-10,BBCWorld,31,219,4636,10.121414757043768,1
2025-02-10,AlJazeera,19,231,4632,10.152392353196536,1
2025-02-10,France24,19,208,4919,10.27791386193877,1
2025-02-10,VH1,17,235,4633,9.3349730331778,1
2025-02-10,MTV,60,219,4722,10.843303117007343,1
2025-02-11,News24,486,1,911,3.8792147470643896,0
2025-02-11,StarTV,514,7,996,5.0143023779007345,0
2025-02-11,ZeeTV,494,2,1045,4.089261356525021,0
2025-02-11,SunTV,530,16,861,4.099761082781526,0
2025-02-11,ABPNews,520,1,770,4.602115846046983,0
2025-02-11,NDTV,508,13,1076,4.166655435148723,0
2025-02-11,IndiaTV,491,1,639,4.841077644781606,0
2025-02-11,CNNNews18,534,15,691,4.718599976218903,0
2025-02-11,TimesNow,528,1,658,4.153609858208095,0
2025-02-11,RepublicTV,479,5,686,4.083628657819518,0
2025-02-11,TV9,507,9,908,4.2087218047697155,0
2025-02-11,Asianet,522,7,1000,4.254338513475061,0
2025-02-11,Colors,483,7,762,4.201184523952979,0
2025-02-11,SonyTV,478,1,709,3.989567101498949,0
2025-02-11,StarPlus,517,1,978,5.01544727892392,0
2025-02-11,ZeeCinema,491,9,814,4.625642215146257,0
2025-02-11,StarMovies,515,1,938,3.760030246530999,0
2025-02-11,HBO,486,1,716,5.174233735727327,0
2025-02-11,Discovery,518,1,867,4.038575155288982,0
2025-02-11,NationalGeographic,521,15,962,4.500512719253949,0
2025-02-11,AnimalPlanet,485,5,1005,4.4457968083753,0
2025-02-11,HistoryTV18,491,1,652,3.8946096375925454,0
2025-02-11,CartoonNetwork,487,5,844,4.727042160280675,0
2025-02-11,Pogo,475,1,821,3.9293966591365317,0
2025-02-11,Nickelodeon,530,1,860,4.160260468720392,0
2025-02-11,SonyMax,509,1,923,4.106760697821965,0
2025-02-11,ZeeTelugu,523,12,781,3.8798669742867697,0
2025-02-11,ETV,513,3,938,5.020444402999706,0
2025-02-11,GeminiTV,538,1,1058,4.922446310920159,0
2025-02-11,MaaTV,503,13,749,4.986163551813347,0
2025-02-11,UdayaTV,514,1,948,4.491883001539498,0
2025-02-11,SuryaTV,519,1,859,4.840584406784697,0
2025-02-11,KTV,498,1,995,4.162862939887257,0
2025-02-11,JayaTV,478,6,969,5.0960915958601705,0
2025-02-11,RajTV,476,2,829,4.945370156365775,0
2025-02-11,KalaignarTV,519,5,974,4.1521329333056745,0
2025-02-11,DDNews,474,1,773,4.238092291058975,0
2025-02-11,DDNational,494,1,852,3.773912505328794,0
2025-02-11,DDSports,492,1,1042,4.3884149979615295,0
2025-02-11,TenSports,504,1,734,3.9516024116468595,0
2025-02-11,StarSports,477,9,971,4.024881126386379,0
2025-02-11,SonySports,488,1,812,4.713290610430226,0
2025-02-11,Eurosport,507,12,662,4.887651535535772,0
2025-02-11,CNBC,505,6,609,4.351286515011399,0
2025-02-11,BloombergTV,533,1,853,4.5990766698409935,0
2025-02-11,BBCWorld,479,1,887,4.405885944540522,0
2025-02-11,AlJazeera,506,1,611,4.723154527396108,0
2025-02-11,France24,496,1,644,4.867234949042552,0
2025-02-11,VH1,533,1,670,5.018644010080099,0
2025-02-11,MTV,526,14,816,4.552906125680488,0
2025-02-12,News24,1,235,4768,9.837486609187302,1
2025-02-12,StarTV,10,227,4933,9.963572886577872,1
2025-02-12,ZeeTV,42,249,4535,9.594792365825429,1
2025-02-12,SunTV,9,214,4993,10.277101064248983,1
2025-02-12,ABPNews,9,244,4817,10.973623133185784,1
2025-02-12,NDTV,-6,209,4835,10.446949082475497,1
2025-02-12,IndiaTV,45,211,4640,10.506042719814786,1
2025-02-12,CNNNews18,7,240,4743,9.998097870494865,1
2025-02-12,TimesNow,55,212,4500,10.1053218996531,1
2025-02-12,RepublicTV,47,238,4837,9.845261135494884,1
2025-02-12,TV9,20,235,4830,10.999890873079652,1
2025-02-12,Asianet,38,219,4814,10.54930725994665,1
2025-02-12,Colors,12,226,4529,10.70537842680907,1
2025-02-12,SonyTV,26,208,4731,10.538812705137452,1
2025-02-12,StarPlus,19,241,4625,9.83843462201768,1
2025-02-12,ZeeCinema,-6,226,4492,9.701461798435206,1
2025-02-12,StarMovies,-10,214,5147,9.92490710648784,1
2025-02-12,HBO,46,229,4689,9.79204969535561,1
2025-02-12,Discovery,-6,214,4530,10.67410173625102,1
2025-02-12,NationalGeographic,18,243,4439,10.208789915322267,1
2025-02-12,AnimalPlanet,11,216,4746,10.459551328391777,1
2025-02-12,HistoryTV18,34,233,4482,9.996694486327419,1
2025-02-12,CartoonNetwork,6,245,4876,10.706658330804524,1
2025-02-12,Pogo,32,227,5060,9.816735789233423,1
2025-02-12,Nickelodeon,2,205,5103,10.191818325388294,1
2025-02-12,SonyMax,32,245,4660,10.264488925419323,1
2025-02-12,ZeeTelugu,1,219,4532,10.631106385748787,1
2025-02-12,ETV,20,231,4442,9.950632435912953,1
2025-02-12,GeminiTV,-5,203,4707,10.217384432710373,1
2025-02-12,MaaTV,10,213,4843,9.586977251138896,1
2025-02-12,UdayaTV,14,213,4829,10.141959462843754,1
2025-02-12,SuryaTV,-8,239,4444,10.65746285062239,1
2025-02-12,KTV,1,240,4595,10.39595410128935,1
2025-02-12,JayaTV,25,236,4436,10.166563946725061,1
2025-02-12,RajTV,57,231,4352,10.896917264990805,1
2025-02-12,KalaignarTV,4,205,4475,9.897664034852736,1
2025-02-12,DDNews,16,235,4745,9.691147563219397,1
2025-02-12,DDNational,24,211,5001,10.894740483242348,1
2025-02-12,DDSports,15,204,4877,10.678450951260508,1
2025-02-12,TenSports,17,220,4730,9.718843504749744,1
2025-02-12,StarSports,-7,229,4657,10.701769284882337,1
2025-02-12,SonySports,-7,228,4654,9.690805740542901,1
2025-02-12,Eurosport,37,237,4927,10.364575490114813,1
2025-02-12,CNBC,60,224,4507,10.493001918668336,1
2025-02-12,BloombergTV,32,234,4973,10.508876339496855,1
2025-02-12,BBCWorld,22,219,4486,10.80887876741496,1
2025-02-12,AlJazeera,34,216,4399,10.1227937183514,1
2025-02-12,France24,22,212,4568,10.615721946876109,1
2025-02-12,VH1,27,230,5135,9.531258431404884,1
2025-02-12,MTV,23,243,4750,10.72785003183918,1
2025-02-13,News24,552,1,904,5.74503298115156,0
2025-02-13,StarTV,581,1,1012,4.633270339418082,0
2025-02-13,ZeeTV,538,1,838,4.183815863598233,0
2025-02-13,SunTV,555,1,842,4.508807495851023,0
2025-02-13,ABPNews,527,1,794,5.460333178941493,0
2025-02-13,NDTV,580,1,1026,5.060158659292481,0
2025-02-13,IndiaTV,509,1,844,4.459767939393055,0
2025-02-13,CNNNews18,541,1,863,5.5369484518125205,0
2025-02-13,TimesNow,556,11,728,4.588087926862821,0
2025-02-13,RepublicTV,522,1,981,5.346579698510867,0
2025-02-13,TV9,573,1,748,5.047376093765839,0
2025-02-13,Asianet,571,4,1121,5.007131167234482,0
2025-02-13,Colors,568,1,800,4.551069246860116,0
2025-02-13,SonyTV,525,12,770,4.400954040481334,0
2025-02-13,StarPlus,543,1,1128,4.495694686122338,0
2025-02-13,ZeeCinema,559,1,1037,4.36965811036856,0
2025-02-13,StarMovies,527,1,710,5.43114211006363,0
2025-02-13,HBO,540,1,790,5.273796175603352,0
2025-02-13,Discovery,512,13,1091,4.087009182395908,0
2025-02-13,NationalGeographic,534,1,1085,4.889030489780419,0
2025-02-13,AnimalPlanet,553,1,982,4.454112665386619,0
2025-02-13,HistoryTV18,540,1,1163,5.017517248372576,0
2025-02-13,CartoonNetwork,543,1,796,5.531905489917541,0
2025-02-13,Pogo,562,1,925,4.334380782200407,0
2025-02-13,Nickelodeon,572,1,865,4.573082517942223,0
2025-02-13,SonyMax,530,1,993,5.040912508998726,0
2025-02-13,ZeeTelugu,582,10,886,5.1953623684148145,0
2025-02-13,ETV,530,1,727,4.375401018402196,0
2025-02-13,GeminiTV,554,1,756,4.250035918636893,0
2025-02-13,MaaTV,563,1,686,4.736776325294063,0
2025-02-13,UdayaTV,567,1,744,5.601460968048031,0
2025-02-13,SuryaTV,515,1,866,4.020194043588075,0
2025-02-13,KTV,573,1,980,5.211934700445272,0
2025-02-13,JayaTV,563,1,772,4.573647078676909,0
2025-02-13,RajTV,562,1,979,5.375009262568005,0
2025-02-13,KalaignarTV,521,1,1000,4.690960578824059,0
2025-02-13,DDNews,529,1,919,4.68211448260271,0
2025-02-13,DDNational,552,1,844,5.334369196752516,0
2025-02-13,DDSports,535,3,990,5.301331100218017,0
2025-02-13,TenSports,559,1,878,4.752185990523949,0
2025-02-13,StarSports,563,1,1130,4.521351244631267,0
2025-02-13,SonySports,544,1,1146,4.878953867379309,0
2025-02-13,Eurosport,573,1,707,5.348055804332495,0
2025-02-13,CNBC,525,1,856,4.275411153935469,0
2025-02-13,BloombergTV,536,1,1149,4.536708460333133,0
2025-02-13,BBCWorld,570,1,1127,5.381826015124722,0
2025-02-13,AlJazeera,544,1,837,4.712597066289012,0
2025-02-13,France24,554,1,907,5.394778288485537,0
2025-02-13,VH1,520,1,842,5.08942828288658,0
2025-02-13,MTV,526,1,745,5.04855598205753,0
2025-02-14,News24,9,224,4506,10.353281067306598,1
2025-02-14,StarTV,4,231,4789,10.156988977512128,1
2025-02-14,ZeeTV,13,221,4890,10.60519460263997,1
2025-02-14,SunTV,50,233,4664,10.376451695972827,1
2025-02-14,ABPNews,49,215,4526,10.572848068925135,1
2025-02-14,NDTV,22,202,4344,9.447523955481357,1
2025-02-14,IndiaTV,5,210,4733,10.10673280911699,1
2025-02-14,CNNNews18,-13,217,4882,10.171475843747219,1
2025-02-14,TimesNow,56,216,4960,10.431313493086021,1
2025-02-14,RepublicTV,32,231,4529,10.12226596427527,1
2025-02-14,TV9,41,227,4851,9.790413785946642,1
2025-02-14,Asianet,20,234,4809,10.45963536463119,1
2025-02-14,Colors,24,211,4789,10.423196435881238,1
2025-02-14,SonyTV,-1,198,4627,10.060416761873691,1
2025-02-14,StarPlus,28,241,4381,10.314640209532516,1
2025-02-14,ZeeCinema,20,217,4612,9.579505930737188,1
2025-02-14,StarMovies,33,225,4710,9.907800576447459,1
2025-02-14,HBO,-7,226,4512,10.780147806289104,1
2025-02-14,Discovery,54,228,4714,9.328507722614871,1
2025-02-14,NationalGeographic,43,224,4471,9.184745705056248,1
2025-02-14,AnimalPlanet,-5,237,4866,9.964809115826647,1
2025-02-14,HistoryTV18,4,223,4686,9.19494440235017,1
2025-02-14,CartoonNetwork,9,235,4531,10.550214189497344,1
2025-02-14,Pogo,16,239,4540,10.428849076591012,1
2025-02-14,Nickelodeon,49,218,4390,10.088731779279739,1
2025-02-14,SonyMax,38,248,4853,9.43165744248287,1
2025-02-14,ZeeTelugu,-6,219,4828,9.77754084186027,1
2025-02-14,ETV,35,214,4874,10.337543962667004,1
2025-02-14,GeminiTV,14,209,4455,10.39379359877602,1
2025-02-14,MaaTV,3,220,4863,9.919260163921981,1
2025-02-14,UdayaTV,52,199,4651,9.973950705359531,1
2025-02-14,SuryaTV,61,237,4853,10.155521847873498,1
2025-02-14,KTV,46,221,4628,10.010227401584542,1
2025-02-14,JayaTV,41,238,4675,10.557162610755043,1
2025-02-14,RajTV,41,207,4631,9.967645822298362,1
2025-02-14,KalaignarTV,20,203,5033,9.552239047704084,1
2025-02-14,DDNews,37,217,4640,10.523972461909992,1
2025-02-14,DDNational,29,220,4686,10.441890398716964,1
2025-02-14,DDSports,35,233,4885,10.274062956324084,1
2025-02-14,TenSports,27,196,4560,10.590489496870276,1
2025-02-14,StarSports,61,234,4574,9.744995429643827,1
2025-02-14,SonySports,31,205,4752,9.985291954129726,1
2025-02-14,Eurosport,-3,205,4431,10.248076255552009,1
2025-02-14,CNBC,6,221,4515,9.155094284652826,1
2025-02-14,BloombergTV,38,241,4919,9.549455282837334,1
2025-02-14,BBCWorld,30,228,4792,9.815642872436747,1
2025-02-14,AlJazeera,39,224,4411,10.378902602070985,1
2025-02-14,France24,5,220,4889,10.61739131353629,1
2025-02-14,VH1,51,225,4821,10.559821884482378,1
2025-02-14,MTV,41,201,4393,9.622748427360223,1
2025-02-15,News24,537,1,867,4.68654002021714,0
2025-02-15,StarTV,482,1,892,5.4444938937457845,0
2025-02-15,ZeeTV,494,1,704,4.7715886617753585,0
2025-02-15,SunTV,502,1,627,4.535565920333681,0
2025-02-15,ABPNews,498,15,727,3.8776384042858463,0
2025-02-15,NDTV,527,3,1047,5.110733997369686,0
2025-02-15,IndiaTV,545,1,939,4.306712358269325,0
2025-02-15,CNNNews18,539,1,982,4.1549675391541045,0
2025-02-15,TimesNow,532,14,901,3.710981771010463,0
2025-02-15,RepublicTV,546,1,862,5.3819765821716175,0
2025-02-15,TV9,541,2,932,4.486236286318545,0
2025-02-15,Asianet,542,1,710,4.023776628592724,0
2025-02-15,Colors,529,1,819,5.379649589321453,0
2025-02-15,SonyTV,526,12,764,4.352913927355003,0
2025-02-15,StarPlus,528,1,777,4.793449237786946,0
2025-02-15,ZeeCinema,507,1,1168,4.388166471558541,0
2025-02-15,StarMovies,533,3,1063,4.762455060582204,0
2025-02-15,HBO,520,1,1103,4.884110128890308,0
2025-02-15,Discovery,520,1,981,5.553014181752502,0
2025-02-15,NationalGeographic,497,17,933,4.565017157791717,0
2025-02-15,AnimalPlanet,511,1,902,4.138071615290143,0
2025-02-15,HistoryTV18,513,1,931,3.984952306249582,0
2025-02-15,CartoonNetwork,519,1,733,4.550990443966919,0
2025-02-15,Pogo,495,1,693,4.269980641358401,0
2025-02-15,Nickelodeon,515,4,857,4.931332988960688,0
2025-02-15,SonyMax,509,1,1159,5.071048312759461,0
2025-02-15,ZeeTelugu,498,4,794,4.420780143364651,0
2025-02-15,ETV,530,1,927,3.9656688314383652,0
2025-02-15,GeminiTV,518,1,873,5.491887933157634,0
2025-02-15,MaaTV,480,1,772,4.715388934238828,0
2025-02-15,UdayaTV,498,1,945,4.640752207926349,0
2025-02-15,SuryaTV,541,1,1010,5.5588797634631515,0
2025-02-15,KTV,534,1,1049,4.999870729801763,0
2025-02-15,JayaTV,512,11,1027,4.266394799540523,0
2025-02-15,RajTV,533,1,738,4.866827238454826,0
2025-02-15,KalaignarTV,492,4,948,3.8691733410240987,0
2025-02-15,DDNews,523,10,1064,5.458147601838996,0
2025-02-15,DDNational,485,13,914,4.418176707588204,0
2025-02-15,DDSports,532,1,1024,3.9149378793581415,0
2025-02-15,TenSports,538,1,1018,5.0207239434176225,0
2025-02-15,StarSports,543,1,862,4.844078718477886,0
2025-02-15,SonySports,495,1,1007,5.037569610812135,0
2025-02-15,Eurosport,519,1,789,4.983174290133785,0
2025-02-15,CNBC,509,2,798,4.28148130120276,0
2025-02-15,BloombergTV,532,1,953,4.260915549688183,0
2025-02-15,BBCWorld,527,1,942,5.35495057308641,0
2025-02-15,AlJazeera,503,1,984,4.493355280396904,0
2025-02-15,France24,519,18,1073,5.324685373567754,0
2025-02-15,VH1,515,1,705,4.536181742655896,0
2025-02-15,MTV,519,1,966,4.920370768962113,0
2025-02-16,News24,-1,227,4917,10.93084400854166,1
2025-02-16,StarTV,29,214,4838,10.054508349206232,1
2025-02-16,ZeeTV,19,207,4811,10.476280256771192,1
2025-02-16,SunTV,40,201,5130,9.876413726189805,1
2025-02-16,ABPNews,3,227,5124,9.862559596090842,1
2025-02-16,NDTV,2,238,4878,9.693680270815388,1
2025-02-16,IndiaTV,0,218,5107,10.3086001350813,1
2025-02-16,CNNNews18,28,243,4852,10.032626382012857,1
2025-02-16,TimesNow,59,217,4563,10.777082910212208,1
2025-02-16,RepublicTV,17,234,4717,10.12199281240939,1
2025-02-16,TV9,-3,236,5025,10.08975672818959,1
2025-02-16,Asianet,23,216,5116,10.578766163049849,1
2025-02-16,Colors,44,236,4904,9.96769539189447,1
2025-02-16,SonyTV,1,238,4876,9.787592308862175,1
2025-02-16,StarPlus,33,233,4529,10.07755951567429,1
2025-02-16,ZeeCinema,32,236,4630,10.238535919710401,1
2025-02-16,StarMovies,21,221,4802,10.86194700668134,1
2025-02-16,HBO,9,237,4767,10.612353662312323,1
2025-02-16,Discovery,12,227,4645,10.197157271508654,1
2025-02-16,NationalGeographic,41,217,5089,11.114919670529,1
2025-02-16,AnimalPlanet,-3,237,4690,10.402528488768146,1
2025-02-16,HistoryTV18,19,223,4839,9.794847921713071,1
2025-02-16,CartoonNetwork,8,223,4726,10.065659227001023,1
2025-02-16,Pogo,-2,238,5009,11.281798608129158,1
2025-02-16,Nickelodeon,-9,215,4830,11.16110370124413,1
2025-02-16,SonyMax,10,217,5163,9.477676141239513,1
2025-02-16,ZeeTelugu,27,213,5087,10.30040702132598,1
2025-02-16,ETV,18,205,5139,10.6700389522499,1
2025-02-16,GeminiTV,37,245,4408,10.357280654777895,1
2025-02-16,MaaTV,-2,238,4484,11.013453189254012,1
2025-02-16,UdayaTV,6,233,4996,10.744706729191746,1
2025-02-16,SuryaTV,14,226,4503,10.737361755889644,1
2025-02-16,KTV,17,228,4551,11.112103630107452,1
2025-02-16,JayaTV,17,251,4717,11.059184190834992,1
2025-02-16,RajTV,38,230,4721,11.060416686897197,1
2025-02-16,KalaignarTV,-7,218,5057,11.373073831409892,1
2025-02-16,DDNews,12,208,4825,9.956923213317692,1
2025-02-16,DDNational,42,207,4601,10.847352964912965,1
2025-02-16,DDSports,48,207,4838,10.527302781653336,1
2025-02-16,TenSports,49,235,4668,9.621581226999043,1
2025-02-16,StarSports,31,226,4585,10.694680631687886,1
2025-02-16,SonySports,31,204,4718,10.699875580424013,1
2025-02-16,Eurosport,37,218,4591,10.361296436809882,1
2025-02-16,CNBC,23,236,4957,9.959150616917901,1
2025-02-16,BloombergTV,37,227,4954,10.049175890083406,1
2025-02-16,BBCWorld,-1,220,4782,10.874522783136957,1
2025-02-16,AlJazeera,11,207,4532,10.339623399018667,1
2025-02-16,France24,21,248,5030,9.959423061297278,1
2025-02-16,VH1,-2,244,5101,11.088472926338598,1
2025-02-16,MTV,-14,243,4870,10.527636621400413,1
2025-02-17,News24,524,1,1124,5.189641925490464,0
2025-02-17,StarTV,556,5,1189,4.936808767689179,0
2025-02-17,ZeeTV,534,5,1098,5.3415939419660985,0
2025-02-17,SunTV,568,1,816,4.669627283471307,0
2025-02-17,ABPNews,567,1,846,4.373010387375778,0
2025-02-17,NDTV,570,3,969,4.415984871744274,0
2025-02-17,IndiaTV,534,1,969,5.2372783757755075,0
2025-02-17,CNNNews18,540,1,904,4.567901013684557,0
2025-02-17,TimesNow,539,1,1142,5.334137109068204,0
2025-02-17,RepublicTV,557,1,1084,5.473983066209005,0
2025-02-17,TV9,545,1,741,4.956596957309871,0
2025-02-17,Asianet,535,1,973,4.770369311392341,0
2025-02-17,Colors,523,1,1153,4.446225482725528,0
2025-02-17,SonyTV,540,1,919,5.023058152711439,0
2025-02-17,StarPlus,532,1,864,4.893665989591422,0
2025-02-17,ZeeCinema,552,1,1116,5.620465794713866,0
2025-02-17,StarMovies,543,10,1222,4.9978285611083795,0
2025-02-17,HBO,545,4,1004,5.777041011201988,0
2025-02-17,Discovery,539,1,858,4.304550556386185,0
2025-02-17,NationalGeographic,533,1,1203,5.0659235106927065,0
2025-02-17,AnimalPlanet,572,1,1001,4.278422048970233,0
2025-02-17,HistoryTV18,559,1,1081,5.229359806438604,0
2025-02-17,CartoonNetwork,573,9,846,5.03187656850001,0
2025-02-17,Pogo,570,1,896,5.48617328621106,0
2025-02-17,Nickelodeon,527,2,808,4.57808446536377,0
2025-02-17,SonyMax,580,1,844,5.526356572968082,0
2025-02-17,ZeeTelugu,533,1,760,5.281632832970043,0
2025-02-17,ETV,537,1,1020,5.594678767687789,0
2025-02-17,GeminiTV,557,1,908,4.4917460048539795,0
2025-02-17,MaaTV,562,1,809,4.788146391447418,0
2025-02-17,UdayaTV,551,1,776,4.384358301985316,0
2025-02-17,SuryaTV,536,1,1101,5.043778062593028,0
2025-02-17,KTV,574,1,1011,4.88051459049158,0
2025-02-17,JayaTV,555,1,1078,5.380574020774899,0
2025-02-17,RajTV,578,1,1135,4.643580671607951,0
2025-02-17,KalaignarTV,560,1,1146,4.9811704303219475,0
2025-02-17,DDNews,563,1,806,4.611536282513751,0
2025-02-17,DDNational,539,1,1033,5.727215812098022,0
2025-02-17,DDSports,521,1,1221,4.595954835506724,0
2025-02-17,TenSports,583,1,830,4.374175444510936,0
2025-02-17,StarSports,569,1,984,4.956398910011507,0
2025-02-17,SonySports,543,1,822,4.233904733447609,0
2025-02-17,Eurosport,562,1,1117,4.451179083337006,0
2025-02-17,CNBC,546,1,881,5.336766926354759,0
2025-02-17,BloombergTV,550,1,881,4.650717087329723,0
2025-02-17,BBCWorld,569,1,904,4.343381598544469,0
2025-02-17,AlJazeera,554,1,842,5.197815797489042,0
2025-02-17,France24,529,1,1161,5.215636433173034,0
2025-02-17,VH1,543,1,732,4.672485029638054,0
2025-02-17,MTV,562,10,1038,4.985457589746012,0
2025-02-18,News24,25,220,4759,9.80999468646399,1
2025-02-18,StarTV,17,230,4457,9.830857342632678,1
2025-02-18,ZeeTV,50,247,4959,10.598375653686364,1
2025-02-18,SunTV,14,227,4828,9.93361693656229,1
